application_id,customer_id,pincode,applied_amount,loan_type,loan_start_date,income,occupation,status,successful_payments,delayed_payments,total_payments,interest_rate,tenure_months,npa_flag
19539,8287,110020,263000.0,Home,2022-12-01,222975,Salaried,Closed,27,11,38,15.92,120,0
19540,7258,110020,367000.0,Home,2019-11-10,215650,Self-Employed,Ongoing,13,4,17,14.09,48,0
19541,6498,110020,733000.0,Education,2023-09-28,835897,Salaried,Approved,52,13,65,18.4,6,0
19542,11762,110020,798000.0,Education,2024-11-21,953171,Business Owner,Approved,14,4,18,8.62,120,0
19543,8911,110020,156000.0,Home,2020-07-30,1130938,Business Owner,Approved,47,31,78,17.45,36,0
19544,4161,110020,144000.0,Personal,2022-04-25,1043681,Business Owner,Closed,27,5,32,17.03,84,0
19545,5808,110020,238000.0,Home,2020-09-20,4115890,Student,Closed,31,18,49,10.75,96,0
19546,831,110020,618000.0,Home,2022-06-28,5179570,Self-Employed,Ongoing,49,30,79,9.72,60,0
19547,8799,110020,376000.0,Education,2020-05-02,573799,Salaried,Ongoing,29,4,33,13.21,12,0
19548,6999,110020,490000.0,Home,2021-08-12,514476,Salaried,Inquired,26,12,38,13.71,84,0
19549,11919,110020,394000.0,Education,2022-05-05,642532,Salaried,Ongoing,14,4,18,15.24,96,0
19550,5314,110020,635000.0,Personal,2022-01-25,734127,Salaried,Ongoing,21,8,29,11.61,24,0
19551,6592,110020,221000.0,Education,2021-07-08,672910,Salaried,Approved,10,2,12,17.36,48,0
19552,8234,110020,416000.0,MSME,2019-06-05,843479,Salaried,Approved,78,18,96,11.15,60,0
19553,455,110020,316000.0,Asset,2020-10-07,4966355,Self-Employed,Closed,16,3,19,7.85,96,0
19554,2716,110020,516000.0,Gold,2019-02-16,496074,Salaried,Approved,2,0,2,12.15,120,0
19555,3890,110020,523000.0,Home,2021-08-24,550768,Self-Employed,Closed,14,5,19,9.43,12,0
19556,1082,110020,559000.0,Education,2022-02-13,1180291,Salaried,Approved,62,7,69,15.29,84,0
19557,1769,110020,806000.0,MSME,2024-05-31,2723943,Retired,Closed,26,15,41,12.47,24,0
19558,10960,110020,266000.0,Home,2020-11-30,1117785,Salaried,Defaulted (NPA),56,7,63,9.73,18,1
19559,11990,110020,161000.0,Personal,2025-01-01,3319344,Salaried,Approved,51,6,57,17.23,6,0
19560,9462,110020,266000.0,Home,2021-10-23,590589,Salaried,Ongoing,9,1,10,17.53,120,0
19561,2324,110020,486000.0,Home,2020-12-19,655307,Salaried,Ongoing,4,0,4,9.36,120,0
19562,4012,110020,257000.0,Education,2021-09-19,269755,Retired,Ongoing,46,6,52,10.58,72,0
19563,11422,110020,367000.0,Gold,2021-03-22,468208,Retired,Closed,72,18,90,17.29,24,0
19564,1316,110020,382000.0,MSME,2019-03-30,646346,Salaried,Approved,10,3,13,17.25,84,0
19565,8452,110020,431000.0,Education,2023-03-11,2945263,Salaried,Defaulted (NPA),36,22,58,14.92,36,1
19566,4069,110020,473000.0,MSME,2022-02-09,400705,Student,Closed,15,4,19,9.69,36,0
19567,6159,110020,423000.0,Personal,2024-12-14,2283838,Salaried,Rejected,1,0,1,17.1,48,0
19568,8962,110020,655000.0,Personal,2022-12-21,454514,Salaried,Approved,29,12,41,15.59,6,0
19569,6121,110020,417000.0,Personal,2019-10-21,1225341,Salaried,Closed,13,1,14,18.08,72,0
19570,9789,110020,191000.0,MSME,2023-11-09,2692287,Retired,Ongoing,9,4,13,14.71,72,0
19571,3659,110020,137000.0,Personal,2020-03-06,1028862,Student,Rejected,50,26,76,17.41,60,0
19572,11946,110020,340000.0,Home,2020-05-31,406896,Salaried,Approved,19,8,27,12.37,96,0
19573,6529,110020,294000.0,Home,2021-04-08,914709,Self-Employed,Approved,67,18,85,18.35,72,0
19574,1346,110020,611000.0,MSME,2020-12-12,1277825,Business Owner,Approved,85,4,89,15.72,72,0
19575,11951,110020,876000.0,MSME,2019-09-13,589728,Salaried,Ongoing,33,17,50,9.37,12,0
19576,8971,110020,501000.0,Personal,2019-08-06,3968806,Salaried,Approved,12,1,13,16.21,96,0
19577,11174,110020,267000.0,Education,2021-06-14,5278485,Salaried,Ongoing,86,6,92,10.31,24,0
19578,288,110020,285000.0,Home,2024-06-19,3906351,Salaried,Inquired,11,3,14,11.23,84,0
19579,5937,110020,274000.0,Home,2020-11-07,588042,Self-Employed,Rejected,40,14,54,13.87,72,0
19580,3515,110020,236000.0,Home,2019-10-25,990492,Self-Employed,Ongoing,24,0,24,9.24,120,0
19581,1052,110020,481000.0,Education,2024-07-15,1588713,Salaried,Ongoing,9,3,12,11.88,18,0
19582,11090,110020,730000.0,MSME,2020-03-24,1852528,Salaried,Inquired,56,16,72,8.83,120,0
19583,2418,110020,439000.0,MSME,2023-06-23,2184602,Self-Employed,Ongoing,48,21,69,11.84,6,0
19584,10966,110020,664000.0,Asset,2023-06-22,3566310,Business Owner,Ongoing,15,1,16,14.42,72,0
19585,7877,110020,268000.0,MSME,2020-01-30,1183300,Salaried,Approved,6,0,6,8.21,36,0
19586,10779,110020,198000.0,Gold,2024-08-27,1055953,Salaried,Rejected,34,1,35,7.91,120,0
19587,4704,110020,321000.0,Home,2023-10-04,806496,Salaried,Closed,15,5,20,8.66,12,0
19588,9181,110020,401000.0,Home,2023-08-23,529215,Self-Employed,Approved,31,9,40,17.55,48,0
19589,6427,110020,252000.0,Home,2019-05-21,3924253,Salaried,Approved,12,0,12,9.73,96,0
19590,3369,110020,236000.0,Gold,2025-01-20,468829,Retired,Rejected,50,31,81,16.28,60,0
19591,3724,110020,629000.0,Personal,2023-07-09,2043310,Salaried,Approved,52,9,61,14.54,36,0
19592,10013,110020,333000.0,MSME,2023-01-11,984955,Self-Employed,Closed,41,16,57,16.8,12,0
19593,7775,110020,471000.0,Personal,2022-07-07,479075,Retired,Closed,4,0,4,13.21,48,0
19594,2978,110020,306000.0,Personal,2021-11-04,322232,Salaried,Approved,25,2,27,16.85,24,0
19595,9750,110020,288000.0,Home,2023-11-30,853428,Self-Employed,Approved,6,3,9,13.34,84,0
19596,9865,110020,267000.0,Education,2020-09-15,1001163,Salaried,Approved,87,1,88,12.6,12,0
19597,5882,110020,530000.0,Home,2020-01-11,5248185,Salaried,Closed,62,35,97,13.21,12,0
19598,1430,110020,614000.0,Personal,2021-08-23,812402,Self-Employed,Approved,61,12,73,15.5,12,0
19599,815,110020,622000.0,Home,2019-07-01,1116094,Self-Employed,Defaulted (NPA),91,7,98,8.0,48,1
19600,4281,110020,400000.0,Personal,2020-07-11,1097743,Self-Employed,Ongoing,79,4,83,7.52,6,0
19601,7134,110020,827000.0,Education,2023-05-16,968462,Retired,Rejected,76,18,94,14.61,96,0
19602,7917,110020,340000.0,Personal,2019-08-08,580186,Salaried,Defaulted (NPA),58,8,66,7.94,48,1
19603,8618,110020,247000.0,Personal,2022-05-12,625227,Salaried,Closed,7,3,10,14.87,84,0
19604,194,110020,250000.0,Home,2019-05-19,1166367,Salaried,Closed,10,1,11,16.69,18,0
19605,5085,110020,412000.0,Personal,2023-10-04,245727,Retired,Defaulted (NPA),80,8,88,13.25,6,1
19606,715,110020,581000.0,Personal,2021-07-26,1011784,Business Owner,Approved,61,1,62,8.14,48,0
19607,9544,110020,511000.0,Personal,2023-04-23,4970136,Business Owner,Ongoing,6,3,9,11.79,12,0
19608,11465,110020,714000.0,Gold,2019-06-24,1185865,Student,Closed,43,1,44,12.76,12,0
19609,7715,110020,325000.0,Home,2024-08-16,500411,Business Owner,Approved,32,10,42,17.23,12,0
19610,5299,110020,129000.0,Gold,2019-09-28,560486,Self-Employed,Closed,56,12,68,10.25,120,0
19611,4759,110020,390000.0,Personal,2020-08-09,1090135,Salaried,Closed,36,17,53,14.69,18,0
19612,8245,110020,532000.0,Home,2024-01-04,488082,Salaried,Rejected,26,14,40,18.12,24,0
19613,10126,110020,320000.0,Gold,2024-01-26,548538,Retired,Closed,61,37,98,9.86,48,0
19614,7915,110020,162000.0,Personal,2023-07-21,571064,Self-Employed,Ongoing,20,2,22,9.34,12,0
19615,11637,110020,343000.0,MSME,2019-09-02,264969,Self-Employed,Approved,64,8,72,12.66,120,0
19616,10051,110020,827000.0,MSME,2019-08-20,2598080,Retired,Rejected,64,13,77,14.99,84,0
19617,9718,110020,323000.0,Personal,2020-05-17,799756,Salaried,Ongoing,16,8,24,10.05,96,0
19618,12170,110020,223000.0,Home,2024-11-02,1122687,Student,Closed,6,2,8,17.8,24,0
19619,10690,110020,389000.0,Asset,2022-08-01,674168,Salaried,Inquired,19,6,25,9.77,120,0
19620,11444,110021,380000.0,Personal,2020-08-05,841123,Salaried,Approved,69,5,74,8.59,6,0
19621,6624,110021,433000.0,MSME,2022-12-13,390790,Retired,Ongoing,52,0,52,12.27,18,0
19622,6390,110021,500000.0,Home,2022-01-04,1724712,Self-Employed,Approved,9,0,9,10.54,12,0
19623,9436,110021,400000.0,MSME,2024-08-30,2714350,Business Owner,Defaulted (NPA),43,12,55,8.15,120,1
19624,10382,110021,353000.0,Personal,2021-07-06,1416505,Retired,Ongoing,66,13,79,10.1,120,0
19625,2986,110021,271000.0,Home,2022-11-01,1132799,Self-Employed,Closed,53,26,79,10.17,36,0
19626,9606,110021,443000.0,MSME,2024-02-17,517474,Salaried,Closed,43,14,57,13.56,60,0
19627,9764,110021,414000.0,Education,2020-08-29,528557,Salaried,Defaulted (NPA),60,38,98,15.03,24,1
19628,10008,110021,266000.0,Home,2019-08-06,1937489,Salaried,Ongoing,9,3,12,14.76,48,0
19629,8899,110021,321000.0,Asset,2022-09-12,4398958,Self-Employed,Defaulted (NPA),21,7,28,14.95,48,1
19630,4065,110021,217000.0,Education,2023-11-20,247998,Salaried,Rejected,41,2,43,10.84,48,0
19631,193,110021,810000.0,Home,2022-06-25,4949910,Salaried,Ongoing,37,6,43,10.6,96,0
19632,10546,110021,386000.0,Asset,2024-03-24,504013,Self-Employed,Closed,26,11,37,14.73,36,0
19633,11818,110021,627000.0,Home,2024-02-20,5432516,Salaried,Closed,12,1,13,17.1,120,0
19634,11284,110021,373000.0,Gold,2021-01-02,358953,Student,Rejected,61,0,61,14.89,24,0
19635,1514,110021,694000.0,Home,2019-11-25,2434178,Self-Employed,Inquired,51,17,68,14.66,120,0
19636,7494,110021,595000.0,Home,2019-07-08,811082,Salaried,Closed,58,27,85,13.67,18,0
19637,5457,110021,767000.0,Personal,2023-12-10,211114,Salaried,Closed,36,0,36,13.98,72,0
19638,7058,110021,356000.0,Gold,2024-12-17,875759,Salaried,Closed,6,0,6,15.93,6,0
19639,4678,110021,232000.0,Education,2024-10-29,211608,Self-Employed,Approved,75,11,86,12.75,120,0
19640,1945,110021,460000.0,Education,2024-07-26,941718,Self-Employed,Approved,81,4,85,12.46,96,0
19641,8632,110021,167000.0,Home,2022-12-17,4541273,Business Owner,Approved,31,7,38,16.37,120,0
19642,11737,110021,331000.0,MSME,2021-10-31,211085,Salaried,Closed,74,1,75,9.76,18,0
19643,6220,110021,232000.0,Education,2022-09-29,1153220,Self-Employed,Rejected,76,12,88,9.69,36,0
19644,4935,110021,368000.0,Personal,2024-05-10,1157328,Salaried,Ongoing,53,31,84,10.79,60,0
19645,1512,110021,480000.0,Home,2020-01-05,902724,Student,Approved,58,1,59,13.67,36,0
19646,6499,110021,278000.0,Home,2022-04-14,595259,Salaried,Closed,57,5,62,8.41,60,0
19647,1225,110021,244000.0,Personal,2022-11-02,971525,Business Owner,Rejected,64,17,81,9.31,60,0
19648,6052,110021,623000.0,MSME,2022-03-31,1068330,Salaried,Approved,54,11,65,12.13,6,0
19649,1415,110021,499000.0,MSME,2023-01-13,345715,Self-Employed,Rejected,48,9,57,11.97,12,0
19650,11172,110021,447000.0,Home,2022-12-22,223831,Salaried,Closed,12,5,17,12.76,60,0
19651,1471,110021,245000.0,Education,2020-07-29,1139551,Salaried,Ongoing,60,30,90,18.05,48,0
19652,9895,110021,436000.0,MSME,2023-10-24,437894,Business Owner,Approved,11,5,16,10.13,60,0
19653,3112,110021,590000.0,Home,2023-12-01,5493649,Student,Rejected,39,10,49,16.59,24,0
19654,7720,110021,801000.0,Home,2019-08-21,4042792,Salaried,Closed,12,5,17,8.36,72,0
19655,1170,110021,170000.0,MSME,2021-07-22,1608874,Student,Rejected,29,6,35,10.79,12,0
19656,7796,110021,622000.0,MSME,2021-04-20,329981,Self-Employed,Closed,51,1,52,11.85,120,0
19657,3317,110021,214000.0,Asset,2022-10-16,1115126,Student,Approved,59,14,73,18.16,60,0
19658,1219,110021,536000.0,MSME,2023-12-05,594403,Salaried,Closed,54,31,85,17.15,120,0
19659,5620,110021,817000.0,MSME,2021-02-01,631654,Salaried,Ongoing,45,3,48,7.82,6,0
19660,5481,110021,514000.0,Education,2020-06-04,2569363,Self-Employed,Closed,45,14,59,18.06,6,0
19661,2882,110021,457000.0,MSME,2019-09-17,3878714,Salaried,Ongoing,38,0,38,7.82,84,0
19662,3595,110021,531000.0,Asset,2019-04-06,479516,Salaried,Defaulted (NPA),61,3,64,11.25,18,1
19663,2095,110021,860000.0,Personal,2021-11-23,921012,Salaried,Approved,71,21,92,16.83,120,0
19664,6844,110021,521000.0,Home,2019-06-15,1856349,Self-Employed,Ongoing,69,9,78,13.36,48,0
19665,6705,110021,510000.0,Home,2024-05-02,307425,Business Owner,Ongoing,50,25,75,17.61,24,0
19666,4333,110021,642000.0,Personal,2020-06-12,606387,Business Owner,Approved,47,21,68,16.75,36,0
19667,6390,110021,452000.0,Personal,2020-06-10,371501,Salaried,Closed,52,21,73,14.72,18,0
19668,2230,110021,229000.0,MSME,2019-01-24,914051,Salaried,Closed,83,10,93,10.23,12,0
19669,7046,110021,318000.0,Home,2020-08-16,4255467,Retired,Closed,4,1,5,8.16,96,0
19670,5140,110021,555000.0,Asset,2023-01-29,5342412,Self-Employed,Rejected,50,4,54,12.34,84,0
19671,10136,110021,582000.0,Education,2019-12-24,499069,Self-Employed,Rejected,47,12,59,10.57,12,0
19672,9866,110021,200000.0,Education,2021-04-09,303704,Self-Employed,Closed,46,17,63,15.07,84,0
19673,5822,110021,134000.0,Home,2025-01-16,3182168,Salaried,Rejected,12,5,17,16.72,84,0
19674,9440,110021,444000.0,Education,2021-07-16,1738850,Salaried,Defaulted (NPA),61,23,84,9.54,12,1
19675,9430,110021,697000.0,Education,2022-08-14,862272,Salaried,Ongoing,58,22,80,12.1,120,0
19676,11064,110021,622000.0,Asset,2024-03-31,639942,Salaried,Approved,59,4,63,15.99,18,0
19677,10618,110021,439000.0,Personal,2020-07-31,666092,Salaried,Closed,25,7,32,12.84,84,0
19678,8073,110021,331000.0,Gold,2019-09-04,1869004,Salaried,Rejected,32,15,47,16.81,36,0
19679,9078,110021,206000.0,Education,2020-04-04,739168,Business Owner,Rejected,10,3,13,14.84,18,0
19680,8468,110021,494000.0,Education,2020-08-13,2826146,Self-Employed,Defaulted (NPA),66,14,80,14.32,84,1
19681,6654,110021,701000.0,MSME,2024-03-19,1164342,Self-Employed,Ongoing,47,5,52,16.79,24,0
19682,8931,110021,584000.0,Education,2024-05-25,554050,Salaried,Closed,24,3,27,15.47,36,0
19683,3965,110021,225000.0,Home,2020-03-11,819886,Self-Employed,Ongoing,55,27,82,15.46,120,0
19684,8613,110021,716000.0,Personal,2022-06-30,731026,Salaried,Approved,33,0,33,10.89,120,0
19685,10139,110021,287000.0,Education,2023-07-16,2180583,Salaried,Rejected,8,0,8,14.0,48,0
19686,9461,110021,407000.0,Asset,2022-12-11,241717,Salaried,Ongoing,26,5,31,10.33,96,0
19687,10863,110021,369000.0,Personal,2021-10-14,3049766,Self-Employed,Approved,1,0,1,8.15,120,0
19688,4505,110021,527000.0,Home,2021-05-13,4513358,Business Owner,Inquired,2,0,2,13.88,96,0
19689,2417,110021,221000.0,Home,2020-04-19,1168978,Salaried,Ongoing,12,2,14,14.51,96,0
19690,5417,110022,424000.0,MSME,2022-11-19,1163186,Student,Approved,27,5,32,9.96,36,0
19691,4001,110022,442000.0,Home,2023-01-03,791232,Business Owner,Ongoing,66,34,100,16.95,18,0
19692,3738,110022,596000.0,MSME,2019-06-18,1056075,Student,Ongoing,43,7,50,12.48,84,0
19693,6939,110022,316000.0,MSME,2019-09-15,2782158,Student,Approved,32,6,38,14.21,96,0
19694,6736,110022,263000.0,Gold,2020-02-04,440181,Self-Employed,Closed,43,13,56,11.33,18,0
19695,4242,110022,504000.0,Asset,2024-08-24,776886,Salaried,Approved,60,13,73,13.87,120,0
19696,5786,110022,326000.0,Home,2019-05-23,851166,Salaried,Defaulted (NPA),14,5,19,10.43,12,1
19697,1404,110022,339000.0,Education,2019-11-02,1122593,Retired,Rejected,95,1,96,16.43,60,0
19698,10380,110022,343000.0,Education,2024-02-15,419078,Salaried,Rejected,14,0,14,16.7,6,0
19699,10472,110022,590000.0,MSME,2019-03-21,3035328,Retired,Inquired,65,14,79,10.54,36,0
19700,7680,110022,531000.0,Personal,2020-04-11,2163508,Salaried,Approved,56,16,72,10.8,12,0
19701,1336,110022,394000.0,MSME,2023-07-28,824573,Student,Approved,45,22,67,14.0,36,0
19702,5459,110022,245000.0,Asset,2020-06-18,357404,Salaried,Closed,45,3,48,17.47,18,0
19703,1115,110022,283000.0,Home,2023-01-24,311457,Self-Employed,Approved,81,0,81,12.7,18,0
19704,3864,110022,290000.0,MSME,2023-12-09,920775,Salaried,Ongoing,49,12,61,13.75,48,0
19705,7676,110022,331000.0,Home,2019-12-19,769042,Salaried,Closed,56,23,79,14.13,84,0
19706,3131,110022,412000.0,Education,2021-02-14,285130,Salaried,Defaulted (NPA),22,8,30,10.21,96,1
19707,1575,110022,459000.0,Personal,2024-07-28,497972,Salaried,Approved,76,23,99,18.41,24,0
19708,8305,110022,320000.0,MSME,2024-11-07,759762,Student,Approved,69,4,73,16.75,12,0
19709,10796,110022,329000.0,Asset,2021-10-22,315286,Salaried,Closed,91,4,95,10.32,12,0
19710,612,110022,512000.0,Education,2020-09-21,585119,Self-Employed,Approved,79,7,86,9.19,48,0
19711,3964,110022,262000.0,Home,2024-08-19,1158884,Salaried,Approved,36,1,37,7.72,36,0
19712,1700,110022,290000.0,Education,2023-01-18,408418,Salaried,Closed,67,7,74,14.63,72,0
19713,11444,110022,171000.0,Gold,2024-10-21,1115100,Salaried,Approved,41,12,53,14.65,18,0
19714,6888,110022,298000.0,Education,2020-12-01,2093924,Retired,Ongoing,36,11,47,9.18,12,0
19715,2571,110022,214000.0,Home,2021-11-27,943927,Salaried,Defaulted (NPA),24,5,29,9.57,84,1
19716,10401,110022,452000.0,Education,2019-05-28,4195105,Self-Employed,Ongoing,37,10,47,12.44,84,0
19717,11511,110022,745000.0,Personal,2022-10-17,407924,Salaried,Closed,86,10,96,15.77,96,0
19718,11863,110022,405000.0,Education,2023-12-04,4326076,Business Owner,Approved,58,10,68,17.79,18,0
19719,11614,110022,195000.0,Asset,2019-03-26,630957,Business Owner,Closed,25,8,33,14.13,24,0
19720,4382,110022,537000.0,MSME,2022-07-23,442953,Self-Employed,Approved,34,19,53,13.24,18,0
19721,83,110022,399000.0,Home,2021-12-30,714722,Salaried,Approved,80,3,83,14.42,48,0
19722,11451,110022,469000.0,Education,2022-11-28,4735571,Salaried,Closed,41,2,43,17.03,72,0
19723,4376,110022,386000.0,MSME,2022-06-08,3296052,Salaried,Ongoing,24,4,28,16.12,24,0
19724,1529,110022,770000.0,Personal,2019-05-10,620459,Salaried,Defaulted (NPA),22,13,35,14.97,36,1
19725,11792,110022,715000.0,Personal,2022-03-13,3034961,Business Owner,Ongoing,49,16,65,11.27,84,0
19726,9696,110022,467000.0,Asset,2021-03-15,513585,Salaried,Ongoing,41,16,57,11.26,12,0
19727,4804,110022,416000.0,Home,2019-09-09,4912940,Salaried,Approved,46,6,52,8.17,12,0
19728,4765,110022,705000.0,Personal,2022-06-02,3193087,Self-Employed,Closed,61,8,69,10.88,18,0
19729,5580,110022,611000.0,Education,2024-02-28,1122245,Salaried,Approved,51,24,75,16.56,60,0
19730,7792,110022,343000.0,Personal,2023-06-06,732345,Business Owner,Closed,44,25,69,18.2,6,0
19731,6566,110022,119000.0,Home,2023-11-02,1200483,Salaried,Closed,52,33,85,10.07,60,0
19732,12139,110022,358000.0,Education,2022-05-29,395501,Salaried,Ongoing,23,1,24,15.54,18,0
19733,9743,110022,357000.0,Personal,2019-04-22,293681,Salaried,Ongoing,21,6,27,10.64,24,0
19734,6011,110022,221000.0,Home,2019-10-15,493423,Salaried,Closed,31,8,39,7.66,60,0
19735,1093,110022,679000.0,Personal,2019-09-05,5175919,Self-Employed,Rejected,25,3,28,15.89,24,0
19736,9264,110022,549000.0,MSME,2019-07-07,900639,Self-Employed,Ongoing,65,34,99,15.08,6,0
19737,5284,110022,264000.0,Personal,2021-07-07,2504212,Salaried,Approved,13,6,19,8.04,18,0
19738,8831,110022,203000.0,Personal,2024-07-27,4723450,Salaried,Inquired,9,0,9,13.85,120,0
19739,5757,110022,498000.0,Personal,2022-07-14,416313,Salaried,Approved,37,11,48,15.74,24,0
19740,8843,110022,432000.0,Asset,2021-11-10,1248507,Business Owner,Ongoing,26,13,39,14.41,72,0
19741,10212,110022,219000.0,Home,2021-08-18,764928,Salaried,Approved,3,1,4,10.47,48,0
19742,748,110022,429000.0,Personal,2020-07-02,350440,Business Owner,Rejected,42,11,53,12.38,96,0
19743,11601,110022,470000.0,Home,2024-08-24,945378,Salaried,Closed,32,16,48,8.24,48,0
19744,7107,110022,311000.0,Home,2019-02-04,1138693,Self-Employed,Approved,32,16,48,15.43,12,0
19745,3374,110022,306000.0,Asset,2023-05-06,849154,Salaried,Closed,17,0,17,10.16,12,0
19746,10178,110022,507000.0,Gold,2024-09-18,5299063,Salaried,Ongoing,74,20,94,11.71,24,0
19747,8141,110022,270000.0,Personal,2022-04-12,4431769,Salaried,Approved,9,1,10,13.02,36,0
19748,3879,110022,315000.0,Home,2022-05-28,3113564,Salaried,Inquired,71,17,88,8.96,60,0
19749,2718,110022,307000.0,MSME,2024-06-19,759599,Salaried,Closed,21,5,26,12.11,12,0
19750,443,110022,271000.0,Personal,2019-11-23,669995,Self-Employed,Closed,65,17,82,14.17,36,0
19751,1846,110022,537000.0,MSME,2022-05-11,1009948,Student,Ongoing,22,0,22,10.62,18,0
19752,8134,110022,177000.0,MSME,2020-03-31,1868203,Business Owner,Ongoing,4,0,4,9.73,24,0
19753,6952,110022,352000.0,Personal,2019-03-04,959181,Self-Employed,Closed,82,8,90,10.3,60,0
19754,9675,110022,383000.0,Education,2024-08-22,531919,Salaried,Approved,22,8,30,10.4,12,0
19755,8780,110022,488000.0,Home,2023-04-13,827543,Salaried,Approved,78,0,78,12.74,72,0
19756,5286,110022,319000.0,Gold,2022-01-29,676281,Salaried,Rejected,32,15,47,16.11,60,0
19757,9191,110022,568000.0,Personal,2024-06-27,456983,Business Owner,Approved,11,0,11,12.03,84,0
19758,2816,110022,372000.0,MSME,2019-06-08,252642,Business Owner,Closed,8,1,9,11.13,96,0
19759,10834,110022,731000.0,MSME,2023-06-13,1055117,Self-Employed,Closed,53,1,54,14.53,12,0
19760,3013,110022,258000.0,Personal,2023-10-23,823761,Business Owner,Ongoing,32,17,49,12.6,24,0
19761,8354,110022,320000.0,Asset,2021-11-08,1110799,Student,Closed,58,36,94,7.51,6,0
19762,7507,110022,139000.0,Home,2021-08-08,220615,Self-Employed,Ongoing,47,23,70,11.26,24,0
19763,3710,110022,354000.0,Home,2020-09-20,3087310,Student,Approved,55,3,58,12.16,12,0
19764,8336,110022,497000.0,Home,2024-07-25,386150,Salaried,Approved,8,3,11,9.69,48,0
19765,9385,110022,406000.0,Education,2020-12-11,948069,Self-Employed,Rejected,56,26,82,9.49,96,0
19766,8983,110022,203000.0,Asset,2023-01-09,772452,Salaried,Inquired,59,8,67,10.38,72,0
19767,7376,110022,447000.0,Asset,2019-03-22,4989872,Business Owner,Approved,23,4,27,11.93,6,0
19768,7140,110022,642000.0,Education,2021-01-04,4020081,Salaried,Closed,50,3,53,8.46,96,0
19769,2317,110022,412000.0,Asset,2023-12-04,223087,Business Owner,Closed,77,9,86,12.6,18,0
19770,2762,110022,553000.0,Personal,2020-04-11,207878,Business Owner,Closed,80,7,87,11.96,24,0
19771,9903,110022,345000.0,Asset,2019-05-11,546841,Business Owner,Rejected,63,4,67,8.61,12,0
19772,3277,110022,368000.0,Personal,2024-09-09,452471,Self-Employed,Closed,16,6,22,14.46,12,0
19773,11207,110022,459000.0,MSME,2024-03-15,1159324,Business Owner,Rejected,3,0,3,18.47,12,0
19774,7073,110022,426000.0,Personal,2019-07-09,3394220,Business Owner,Approved,3,1,4,17.39,6,0
19775,5016,110022,509000.0,Asset,2023-06-27,1170739,Salaried,Ongoing,65,7,72,16.56,60,0
19776,6883,110022,324000.0,MSME,2022-01-06,789988,Self-Employed,Closed,31,2,33,12.06,120,0
19777,11918,110022,714000.0,MSME,2021-08-31,1101334,Salaried,Approved,14,1,15,7.65,12,0
19778,7241,110022,354000.0,Personal,2025-01-07,730057,Salaried,Rejected,13,5,18,7.84,72,0
19779,7268,110023,772000.0,Personal,2024-01-14,1175485,Salaried,Approved,13,7,20,17.58,36,0
19780,6602,110023,309000.0,Home,2020-11-26,299641,Salaried,Approved,80,13,93,17.2,36,0
19781,7643,110023,730000.0,MSME,2024-04-06,379990,Salaried,Closed,64,1,65,14.84,48,0
19782,8959,110023,216000.0,Home,2020-10-22,307594,Student,Approved,45,5,50,11.92,72,0
19783,5474,110023,697000.0,Education,2023-06-05,416306,Self-Employed,Approved,54,24,78,12.76,24,0
19784,10900,110023,696000.0,Personal,2022-05-07,1493534,Self-Employed,Closed,60,13,73,12.12,72,0
19785,3237,110023,274000.0,Education,2020-06-03,361358,Student,Rejected,76,9,85,10.93,36,0
19786,913,110023,349000.0,Personal,2020-05-04,3792111,Self-Employed,Closed,60,14,74,14.14,6,0
19787,3676,110023,575000.0,Home,2021-10-31,509815,Salaried,Approved,1,0,1,10.43,12,0
19788,2966,110023,517000.0,Asset,2024-11-21,1167000,Student,Inquired,37,12,49,15.94,84,0
19789,6723,110023,362000.0,Personal,2024-05-25,5369041,Self-Employed,Defaulted (NPA),10,4,14,9.56,72,1
19790,903,110023,213000.0,Personal,2021-03-06,243777,Salaried,Closed,43,3,46,10.25,24,0
19791,3038,110023,414000.0,Education,2020-03-25,2394811,Student,Closed,18,2,20,13.39,84,0
19792,2272,110023,392000.0,Home,2021-01-23,520011,Self-Employed,Closed,6,0,6,16.26,84,0
19793,6130,110023,247000.0,Home,2022-10-02,1262461,Self-Employed,Ongoing,85,6,91,9.55,120,0
19794,1914,110023,352000.0,Home,2023-10-18,4311025,Business Owner,Approved,59,13,72,13.93,36,0
19795,8264,110023,436000.0,Home,2020-12-02,254259,Salaried,Ongoing,45,0,45,16.25,36,0
19796,6719,110023,651000.0,Personal,2023-02-07,842705,Self-Employed,Closed,63,19,82,14.12,6,0
19797,2606,110023,899000.0,Personal,2024-10-16,3030009,Business Owner,Rejected,56,11,67,15.18,48,0
19798,5521,110023,378000.0,Asset,2024-09-29,3022911,Self-Employed,Approved,51,17,68,13.37,6,0
19799,3001,110023,279000.0,Personal,2021-12-28,448727,Retired,Ongoing,19,3,22,16.46,12,0
19800,10874,110023,591000.0,MSME,2021-07-28,3979470,Self-Employed,Ongoing,78,4,82,9.22,6,0
19801,9296,110023,365000.0,Education,2020-04-23,491521,Salaried,Rejected,9,1,10,11.2,36,0
19802,8772,110023,551000.0,Gold,2024-11-05,574704,Retired,Closed,33,18,51,18.34,48,0
19803,7602,110023,353000.0,Home,2022-12-28,567225,Salaried,Approved,70,7,77,14.02,48,0
19804,554,110023,279000.0,MSME,2023-04-06,672430,Business Owner,Approved,12,7,19,11.96,120,0
